sale_id,order_id,customer_id,product_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,order_date_clean
CA-2016-101385_4518,CA-2016-101385,JW-16075,"Office Supplies_Art_BIC Brite Liner Highlighters",9/25/2016,10-01-2016,"Standard Class",16.56,4,0,6.9552,2016-09-25
CA-2017-107167_4519,CA-2017-107167,ND-18460,"Office Supplies_Storage_24 Capacity Maxi Data Binder Racks, Pearl",06-10-2017,6/14/2017,"Standard Class",1347.52,8,0.2,84.22,2017-10-06
CA-2014-109491_4520,CA-2014-109491,LC-16930,"Technology_Accessories_Enermax Briskie RF Wireless Keyboard and Mouse Combo",2/20/2014,2/26/2014,"Standard Class",62.31,3,0,22.4316,2014-02-20
CA-2014-109491_4521,CA-2014-109491,LC-16930,"Furniture_Furnishings_Master Caster Door Stop, Brown",2/20/2014,2/26/2014,"Standard Class",20.32,4,0,6.9088,2014-02-20
CA-2017-105445_4522,CA-2017-105445,BP-11095,"Office Supplies_Fasteners_Staples",2/20/2017,2/25/2017,"Second Class",9.432,3,0.2,3.0654,2017-02-20
CA-2014-107454_4523,CA-2014-107454,RD-19720,"Office Supplies_Labels_Avery 499",11-02-2014,11-06-2014,"Standard Class",34.86,7,0,16.0356,2014-02-11
CA-2014-107454_4524,CA-2014-107454,RD-19720,"Furniture_Furnishings_Tensor Computer Mounted Lamp",11-02-2014,11-06-2014,"Standard Class",89.34,6,0,24.1218,2014-02-11
US-2017-105046_4525,US-2017-105046,BE-11335,"Technology_Phones_Avaya 5420 Digital phone",7/17/2017,7/23/2017,"Standard Class",269.98,2,0,67.495,2017-07-17
US-2017-105046_4526,US-2017-105046,BE-11335,"Office Supplies_Paper_Southworth 25% Cotton Premium Laser Paper and Envelopes",7/17/2017,7/23/2017,"Standard Class",99.9,5,0,47.952,2017-07-17
US-2017-105046_4527,US-2017-105046,BE-11335,"Furniture_Furnishings_DAX Solid Wood Frames",7/17/2017,7/23/2017,"Standard Class",39.08,4,0,14.4596,2017-07-17
CA-2017-152856_4528,CA-2017-152856,RS-19765,"Technology_Accessories_Memorex Micro Travel Drive 32 GB",09-08-2017,09-10-2017,"Second Class",116.832,4,0.2,33.5892,2017-08-09
CA-2016-134691_4529,CA-2016-134691,KC-16540,"Office Supplies_Binders_Binder Posts",11/14/2016,11/18/2016,"Standard Class",2.296,2,0.8,-3.9032,2016-11-14
CA-2016-118759_4530,CA-2016-118759,MB-17305,"Furniture_Chairs_Hon GuestStacker Chair",11/14/2016,11/17/2016,"First Class",408.006,2,0.1,72.5344,2016-11-14
CA-2016-118759_4531,CA-2016-118759,MB-17305,"Office Supplies_Storage_Tenex Personal Project File with Scoop Front Design, Black",11/14/2016,11/17/2016,"First Class",40.44,3,0,10.5144,2016-11-14
CA-2014-140403_4532,CA-2014-140403,TN-21040,"Furniture_Chairs_Global Deluxe Stacking Chair, Gray",10-10-2014,10-10-2014,"Same Day",122.352,3,0.2,13.7646,2014-10-10
CA-2014-140403_4533,CA-2014-140403,TN-21040,"Office Supplies_Envelopes_#10- 4 1/8" x 9 1/2" Security-Tint Envelopes",10-10-2014,10-10-2014,"Same Day",15.28,2,0,7.4872,2014-10-10
CA-2015-163104_4534,CA-2015-163104,MC-18130,"Office Supplies_Paper_Xerox 1974",3/19/2015,3/26/2015,"Standard Class",11.96,2,0,5.8604,2015-03-19
CA-2017-138464_4535,CA-2017-138464,VF-21715,"Furniture_Furnishings_Master Big Foot Doorstop, Beige",07-08-2017,07-12-2017,"Standard Class",15.84,3,0,4.9104,2017-08-07
CA-2017-138464_4536,CA-2017-138464,VF-21715,"Office Supplies_Binders_GBC VeloBinder Manual Binding System",07-08-2017,07-12-2017,"Standard Class",86.376,3,0.2,30.2316,2017-08-07
CA-2017-138464_4537,CA-2017-138464,VF-21715,"Office Supplies_Art_Zebra Zazzle Fluorescent Highlighters",07-08-2017,07-12-2017,"Standard Class",18.24,3,0,6.2016,2017-08-07
CA-2017-138464_4538,CA-2017-138464,VF-21715,"Office Supplies_Art_Crayola Colored Pencils",07-08-2017,07-12-2017,"Standard Class",13.12,4,0,4.3296,2017-08-07
CA-2015-104129_4539,CA-2015-104129,ES-14080,"Technology_Phones_i.Sound Portable Power - 8000 mAh",2/27/2015,03-02-2015,"Standard Class",105.98,2,0,1.0598,2015-02-27
CA-2015-104129_4540,CA-2015-104129,ES-14080,"Furniture_Tables_Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf",2/27/2015,03-02-2015,"Standard Class",493.92,7,0.3,-28.224,2015-02-27
US-2017-132206_4541,US-2017-132206,MK-17905,"Office Supplies_Binders_Storex DuraTech Recycled Plastic Frosted Binders",6/16/2017,6/21/2017,"Standard Class",5.936,7,0.8,-8.904,2017-06-16
CA-2017-113474_4542,CA-2017-113474,TM-21490,"Office Supplies_Envelopes_Multimedia Mailers",3/30/2017,3/31/2017,"First Class",325.86,2,0,149.8956,2017-03-30
CA-2015-126557_4543,CA-2015-126557,RL-19615,"Furniture_Chairs_Global Push Button Manager's Chair, Indigo",07-12-2015,7/17/2015,"Second Class",383.607,9,0.3,-5.4801,2015-12-07
CA-2015-126557_4544,CA-2015-126557,RL-19615,"Technology_Phones_Geemarc AmpliPOWER60",07-12-2015,7/17/2015,"Second Class",148.48,2,0.2,16.704,2015-12-07
CA-2015-126557_4545,CA-2015-126557,RL-19615,"Technology_Phones_Vtech CS6719",07-12-2015,7/17/2015,"Second Class",537.544,7,0.2,53.7544,2015-12-07
CA-2015-126557_4546,CA-2015-126557,RL-19615,"Office Supplies_Binders_Tuff Stuff Recycled Round Ring Binders",07-12-2015,7/17/2015,"Second Class",1.928,2,0.8,-2.9884,2015-12-07
CA-2015-126557_4547,CA-2015-126557,RL-19615,"Office Supplies_Art_Newell 32",07-12-2015,7/17/2015,"Second Class",6.912,3,0.2,0.6912,2015-12-07
CA-2015-126557_4548,CA-2015-126557,RL-19615,"Furniture_Furnishings_Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",07-12-2015,7/17/2015,"Second Class",7.76,1,0.6,-2.134,2015-12-07
CA-2015-126557_4549,CA-2015-126557,RL-19615,"Technology_Phones_GE 2-Jack Phone Line Splitter",07-12-2015,7/17/2015,"Second Class",659.168,4,0.2,49.4376,2015-12-07
US-2017-107636_4550,US-2017-107636,NM-18520,"Office Supplies_Labels_Avery 5",4/30/2017,05-02-2017,"First Class",5.76,2,0,2.8224,2017-04-30
US-2014-165862_4551,US-2014-165862,GK-14620,"Furniture_Tables_Bevis Round Conference Table Top & Single Column Base",7/13/2014,7/17/2014,"Standard Class",351.216,3,0.2,4.3902,2014-07-13
US-2014-106334_4552,US-2014-106334,JF-15490,"Furniture_Chairs_Bevis Steel Folding Chairs",12/27/2014,01-02-2015,"Standard Class",230.28,3,0.2,23.028,2014-12-27
US-2014-106334_4553,US-2014-106334,JF-15490,"Office Supplies_Paper_Xerox 1927",12/27/2014,01-02-2015,"Standard Class",12.84,3,0,5.778,2014-12-27
CA-2016-101448_4554,CA-2016-101448,EB-13930,"Office Supplies_Binders_Flexible Leather- Look Classic Collection Ring Binder",2/27/2016,03-01-2016,"Second Class",56.82,3,0,28.41,2016-02-27
CA-2015-130218_4555,CA-2015-130218,SG-20470,"Office Supplies_Fasteners_Staples",3/23/2015,3/26/2015,"First Class",31.56,4,0,14.202,2015-03-23
CA-2015-130218_4556,CA-2015-130218,SG-20470,"Office Supplies_Storage_Eldon Shelf Savers Cubes and Bins",3/23/2015,3/26/2015,"First Class",27.92,4,0,0.5584,2015-03-23
US-2017-117331_4557,US-2017-117331,ND-18370,"Office Supplies_Binders_Lock-Up Easel 'Spel-Binder'",10/21/2017,10/28/2017,"Standard Class",8.559,1,0.7,-6.5619,2017-10-21
CA-2014-127383_4558,CA-2014-127383,CM-11815,"Office Supplies_Envelopes_Staple envelope",12/31/2014,01-05-2015,"Standard Class",49.568,2,0.2,17.9684,2014-12-31
CA-2014-110219_4559,CA-2014-110219,EB-13870,"Furniture_Chairs_Global Value Mid-Back Manager's Chair, Gray",05-05-2014,05-08-2014,"First Class",127.869,3,0.3,-9.1335,2014-05-05
CA-2015-118871_4560,CA-2015-118871,HM-14860,"Office Supplies_Envelopes_Tyvek Side-Opening Peel & Seel Expanding Envelopes",12-04-2015,12-09-2015,"Second Class",271.44,3,0,122.148,2015-04-12
CA-2015-118871_4561,CA-2015-118871,HM-14860,"Technology_Phones_Jensen SMPS-640 - speaker phone",12-04-2015,12-09-2015,"Second Class",110.352,3,0.2,8.2764,2015-04-12
CA-2015-118871_4562,CA-2015-118871,HM-14860,"Furniture_Furnishings_Master Caster Door Stop, Large Brown",12-04-2015,12-09-2015,"Second Class",36.4,5,0,13.832,2015-04-12
CA-2017-129490_4563,CA-2017-129490,SJ-20125,"Furniture_Chairs_Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",9/26/2017,9/30/2017,"Standard Class",419.136,4,0.2,-57.6312,2017-09-26
CA-2014-101175_4564,CA-2014-101175,DM-12955,"Office Supplies_Storage_Acco Perma 3000 Stacking Storage Drawers",12-09-2014,12/14/2014,"Standard Class",100.704,6,0.2,-1.2588,2014-09-12
US-2017-149510_4565,US-2017-149510,MC-17575,"Office Supplies_Appliances_Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",12-03-2017,12-10-2017,"Standard Class",45.216,3,0.2,4.5216,2017-03-12
US-2017-149510_4566,US-2017-149510,MC-17575,"Office Supplies_Binders_GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11"",12-03-2017,12-10-2017,"Standard Class",28.782,6,0.7,-21.1068,2017-03-12
US-2017-149510_4567,US-2017-149510,MC-17575,"Office Supplies_Paper_Rediform Wirebound "Phone Memo" Message Book, 11 x 5-3/4",12-03-2017,12-10-2017,"Standard Class",24.448,4,0.2,8.8624,2017-03-12
CA-2015-111990_4568,CA-2015-111990,DB-13660,"Office Supplies_Binders_Wilson Jones Leather-Like Binders with DublLock Round Rings",11-08-2015,11/13/2015,"Standard Class",10.476,6,0.8,-17.2854,2015-08-11
CA-2014-169460_4569,CA-2014-169460,NF-18595,"Furniture_Furnishings_Executive Impressions 13" Chairman Wall Clock",4/19/2014,4/21/2014,"Second Class",76.14,3,0,26.649,2014-04-19
US-2015-152128_4570,US-2015-152128,NM-18445,"Office Supplies_Art_SANFORD Major Accent Highlighters",5/25/2015,5/27/2015,"Second Class",21.24,3,0,8.0712,2015-05-25
US-2015-152128_4571,US-2015-152128,NM-18445,"Office Supplies_Binders_GBC DocuBind P50 Personal Binding Machine",5/25/2015,5/27/2015,"Second Class",127.96,2,0,60.1412,2015-05-25
CA-2017-126662_4572,CA-2017-126662,AB-10255,"Technology_Copiers_Brother DCP1000 Digital 3 in 1 Multifunction Machine",7/17/2017,7/21/2017,"Standard Class",479.984,2,0.2,89.997,2017-07-17
CA-2016-139395_4573,CA-2016-139395,MG-17650,"Technology_Phones_Jabra SPEAK 410",12-12-2016,12/18/2016,"Standard Class",657.93,7,0,184.2204,2016-12-12
CA-2016-139395_4574,CA-2016-139395,MG-17650,"Furniture_Furnishings_Westinghouse Clip-On Gooseneck Lamps",12-12-2016,12/18/2016,"Standard Class",33.48,4,0,8.7048,2016-12-12
CA-2016-139395_4575,CA-2016-139395,MG-17650,"Office Supplies_Art_Newell 333",12-12-2016,12/18/2016,"Standard Class",13.9,5,0,3.614,2016-12-12
CA-2016-139395_4576,CA-2016-139395,MG-17650,"Office Supplies_Storage_Fellowes Desktop Hanging File Manager",12-12-2016,12/18/2016,"Standard Class",26.86,2,0,6.715,2016-12-12
US-2014-121734_4577,US-2014-121734,SE-20110,"Office Supplies_Binders_GBC Personal VeloBind Strips",04-11-2014,4/16/2014,"Standard Class",9.584,1,0.2,3.3544,2014-11-04
CA-2015-110947_4578,CA-2015-110947,AG-10765,"Office Supplies_Binders_Vinyl Sectional Post Binders",06-09-2015,6/15/2015,"Standard Class",113.1,3,0,56.55,2015-09-06
US-2014-150126_4579,US-2014-150126,AS-10045,"Office Supplies_Paper_Xerox 1956",7/27/2014,08-02-2014,"Standard Class",65.78,11,0,32.2322,2014-07-27
CA-2015-164427_4580,CA-2015-164427,AR-10405,"Technology_Accessories_Microsoft Sculpt Comfort Mouse",7/31/2015,08-06-2015,"Standard Class",239.7,6,0,105.468,2015-07-31
CA-2016-120250_4581,CA-2016-120250,AP-10720,"Furniture_Furnishings_Nu-Dell Oak Frame",9/19/2016,9/22/2016,"First Class",25.632,3,0.2,3.8448,2016-09-19
CA-2016-121993_4582,CA-2016-121993,JB-16000,"Office Supplies_Labels_Avery 487",06-10-2016,06-12-2016,"First Class",23.616,8,0.2,7.9704,2016-10-06
US-2016-100405_4583,US-2016-100405,TS-21430,"Office Supplies_Art_Newell Chalk Holder",8/26/2016,8/28/2016,"Second Class",8.26,2,0,3.7996,2016-08-26
US-2017-163790_4584,US-2017-163790,NL-18310,"Office Supplies_Envelopes_White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",11-02-2017,11-04-2017,"Second Class",76.58,7,0,38.29,2017-02-11
US-2017-163790_4585,US-2017-163790,NL-18310,"Office Supplies_Art_Nontoxic Chalk",11-02-2017,11-04-2017,"Second Class",8.8,5,0,4.224,2017-02-11
US-2017-163790_4586,US-2017-163790,NL-18310,"Office Supplies_Binders_GBC Therma-A-Bind 250T Electric Binding System",11-02-2017,11-04-2017,"Second Class",590.352,6,0.2,206.6232,2017-02-11
US-2017-163790_4587,US-2017-163790,NL-18310,"Office Supplies_Fasteners_Super Bands, 12/Pack",11-02-2017,11-04-2017,"Second Class",5.58,3,0,0.1674,2017-02-11
US-2017-163790_4588,US-2017-163790,NL-18310,"Furniture_Furnishings_Document Clip Frames",11-02-2017,11-04-2017,"Second Class",25.02,3,0,10.5084,2017-02-11
US-2017-163790_4589,US-2017-163790,NL-18310,"Office Supplies_Storage_Space Solutions Commercial Steel Shelving",11-02-2017,11-04-2017,"Second Class",452.55,7,0,22.6275,2017-02-11
CA-2016-129868_4590,CA-2016-129868,MC-18130,"Office Supplies_Supplies_Fiskars Home & Office Scissors",12/26/2016,12/31/2016,"Standard Class",17.76,2,0,4.9728,2016-12-26
CA-2016-129868_4591,CA-2016-129868,MC-18130,"Technology_Phones_Mitel 5320 IP Phone VoIP phone",12/26/2016,12/31/2016,"Standard Class",302.384,2,0.2,30.2384,2016-12-26
CA-2016-129868_4592,CA-2016-129868,MC-18130,"Furniture_Chairs_Global Armless Task Chair, Royal Blue",12/26/2016,12/31/2016,"Standard Class",146.352,3,0.2,-5.4882,2016-12-26
CA-2016-129868_4593,CA-2016-129868,MC-18130,"Office Supplies_Appliances_Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",12/26/2016,12/31/2016,"Standard Class",7.9,2,0,2.054,2016-12-26
CA-2016-129868_4594,CA-2016-129868,MC-18130,"Furniture_Tables_Bretford Rectangular Conference Table Tops",12/26/2016,12/31/2016,"Standard Class",902.712,3,0.2,33.8517,2016-12-26
CA-2016-129868_4595,CA-2016-129868,MC-18130,"Office Supplies_Art_Model L Table or Wall-Mount Pencil Sharpener",12/26/2016,12/31/2016,"Standard Class",53.97,3,0,15.1116,2016-12-26
CA-2016-140564_4596,CA-2016-140564,TC-21475,"Office Supplies_Art_BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",12-05-2016,12-10-2016,"Second Class",33.92,8,0,13.2288,2016-05-12
US-2017-169502_4597,US-2017-169502,MG-17650,"Office Supplies_Supplies_Acme Stainless Steel Office Snips",8/28/2017,09-01-2017,"Standard Class",21.81,3,0,5.8887,2017-08-28
US-2017-169502_4598,US-2017-169502,MG-17650,"Office Supplies_Appliances_Acco 6 Outlet Guardian Premium Plus Surge Suppressor",8/28/2017,09-01-2017,"Standard Class",91.6,5,0,26.564,2017-08-28
CA-2015-146948_4599,CA-2015-146948,MG-17890,"Furniture_Chairs_Global Manager's Adjustable Task Chair, Storm",7/16/2015,7/20/2015,"Standard Class",150.98,1,0,43.7842,2015-07-16
CA-2015-146948_4600,CA-2015-146948,MG-17890,"Office Supplies_Envelopes_White Envelopes, White Envelopes with Clear Poly Window",7/16/2015,7/20/2015,"Standard Class",137.25,9,0,63.135,2015-07-16
CA-2015-146948_4601,CA-2015-146948,MG-17890,"Office Supplies_Fasteners_Acco Banker's Clasps, 5 3/4"-Long",7/16/2015,7/20/2015,"Standard Class",11.52,4,0,5.4144,2015-07-16
US-2015-113327_4602,US-2015-113327,BF-11170,"Office Supplies_Paper_Xerox 1991",5/26/2015,5/29/2015,"Second Class",18.272,1,0.2,5.9384,2015-05-26
US-2015-113327_4603,US-2015-113327,BF-11170,"Office Supplies_Paper_Xerox 1937",5/26/2015,5/29/2015,"Second Class",153.728,4,0.2,53.8048,2015-05-26
US-2015-113327_4604,US-2015-113327,BF-11170,"Office Supplies_Envelopes_Security-Tint Envelopes",5/26/2015,5/29/2015,"Second Class",12.224,2,0.2,4.4312,2015-05-26
US-2015-113327_4605,US-2015-113327,BF-11170,"Technology_Accessories_Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",5/26/2015,5/29/2015,"Second Class",167.944,7,0.2,50.3832,2015-05-26
CA-2015-135020_4606,CA-2015-135020,MS-17770,"Technology_Phones_Panasonic Kx-TS550",5/28/2015,06-02-2015,"Standard Class",45.99,1,0,13.3371,2015-05-28
CA-2015-135020_4607,CA-2015-135020,MS-17770,"Office Supplies_Storage_Hot File 7-Pocket, Floor Stand",5/28/2015,06-02-2015,"Standard Class",535.41,3,0,160.623,2015-05-28
CA-2015-135020_4608,CA-2015-135020,MS-17770,"Office Supplies_Binders_Acco Pressboard Covers with Storage Hooks, 9 1/2" x 11", Executive Red",5/28/2015,06-02-2015,"Standard Class",6.096,2,0.2,2.0574,2015-05-28
CA-2015-135020_4609,CA-2015-135020,MS-17770,"Office Supplies_Paper_Xerox 219",5/28/2015,06-02-2015,"Standard Class",45.36,7,0,21.7728,2015-05-28
US-2017-141852_4610,US-2017-141852,JE-15745,"Furniture_Furnishings_Eldon Wave Desk Accessories",11-09-2017,11/14/2017,"Standard Class",47.12,8,0,20.7328,2017-09-11
CA-2016-109407_4611,CA-2016-109407,HG-14965,"Office Supplies_Binders_XtraLife ClearVue Slant-D Ring Binders by Cardinal",1/24/2016,1/26/2016,"Second Class",31.36,4,0,15.68,2016-01-24
US-2017-165953_4612,US-2017-165953,EP-13915,"Office Supplies_Art_Newell 345",12/31/2016,01-06-2017,"Standard Class",47.616,3,0.2,3.5712,2016-12-31
US-2017-165953_4613,US-2017-165953,EP-13915,"Office Supplies_Paper_Things To Do Today Pad",12/31/2016,01-06-2017,"Standard Class",23.48,5,0.2,8.218,2016-12-31
CA-2016-144540_4614,CA-2016-144540,GH-14410,"Office Supplies_Appliances_Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",09-05-2016,09-10-2016,"Standard Class",62.79,3,0.8,-166.3935,2016-05-09
CA-2016-144540_4615,CA-2016-144540,GH-14410,"Office Supplies_Fasteners_Advantus Map Pennant Flags and Round Head Tacks",09-05-2016,09-10-2016,"Standard Class",28.44,9,0.2,4.266,2016-05-09
CA-2015-159863_4616,CA-2015-159863,DS-13180,"Technology_Accessories_Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",09-04-2015,09-07-2015,"Second Class",134.376,3,0.2,6.7188,2015-04-09
CA-2015-117800_4617,CA-2015-117800,TH-21550,"Technology_Phones_Polycom VoiceStation 500 Conference phone",9/21/2015,9/26/2015,"Standard Class",589.9,2,0,147.475,2015-09-21
CA-2015-117800_4618,CA-2015-117800,TH-21550,"Furniture_Chairs_Global Ergonomic Managers Chair",9/21/2015,9/26/2015,"Standard Class",542.94,3,0,141.1644,2015-09-21
CA-2017-145219_4619,CA-2017-145219,RM-19675,"Technology_Copiers_Hewlett Packard LaserJet 3310 Copier",12/24/2017,12/25/2017,"First Class",2879.952,6,0.2,1007.9832,2017-12-24
CA-2017-145219_4620,CA-2017-145219,RM-19675,"Office Supplies_Binders_Vinyl Sectional Post Binders",12/24/2017,12/25/2017,"First Class",90.48,3,0.2,33.93,2017-12-24
CA-2015-161214_4621,CA-2015-161214,SF-20965,"Office Supplies_Storage_Personal Filing Tote with Lid, Black/Gray",10-05-2015,10-08-2015,"Second Class",77.55,5,0,21.714,2015-05-10
CA-2017-147228_4622,CA-2017-147228,SO-20335,"Office Supplies_Supplies_Staple remover",09-09-2017,9/14/2017,"Standard Class",8.832,3,0.2,-1.9872,2017-09-09
CA-2017-147228_4623,CA-2017-147228,SO-20335,"Office Supplies_Paper_Xerox 1888",09-09-2017,9/14/2017,"Standard Class",177.536,4,0.2,62.1376,2017-09-09
CA-2017-147228_4624,CA-2017-147228,SO-20335,"Office Supplies_Storage_Fellowes Super Stor/Drawer Files",09-09-2017,9/14/2017,"Standard Class",258.48,2,0.2,-3.231,2017-09-09
CA-2017-147228_4625,CA-2017-147228,SO-20335,"Furniture_Furnishings_Eldon Wave Desk Accessories",09-09-2017,9/14/2017,"Standard Class",14.136,3,0.2,4.2408,2017-09-09
CA-2016-101336_4626,CA-2016-101336,CK-12760,"Office Supplies_Storage_Tenex File Box, Personal Filing Tote with Lid, Black",11/13/2016,11/18/2016,"Standard Class",77.55,5,0,20.163,2016-11-13
CA-2016-101336_4627,CA-2016-101336,CK-12760,"Office Supplies_Storage_Eldon Simplefile Box Office",11/13/2016,11/18/2016,"Standard Class",24.88,2,0,6.9664,2016-11-13
CA-2016-101336_4628,CA-2016-101336,CK-12760,"Office Supplies_Art_Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",11/13/2016,11/18/2016,"Standard Class",140.75,5,0,39.41,2016-11-13
CA-2016-101336_4629,CA-2016-101336,CK-12760,"Office Supplies_Storage_Portable Personal File Box",11/13/2016,11/18/2016,"Standard Class",36.63,3,0,9.8901,2016-11-13
US-2015-126235_4630,US-2015-126235,GA-14725,"Furniture_Furnishings_DAX Cubicle Frames, 8-1/2 x 11",10/15/2015,10/15/2015,"Same Day",17.14,2,0,6.1704,2015-10-15
CA-2017-168396_4631,CA-2017-168396,BD-11725,"Office Supplies_Labels_Avery 473",08-03-2017,08-08-2017,"Second Class",51.75,5,0,24.84,2017-03-08
CA-2017-168396_4632,CA-2017-168396,BD-11725,"Furniture_Furnishings_Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",08-03-2017,08-08-2017,"Second Class",123.96,3,0,11.1564,2017-03-08
CA-2015-130456_4633,CA-2015-130456,DS-13180,"Furniture_Bookcases_Sauder Camden County Collection Library",8/21/2015,8/26/2015,"Standard Class",586.398,6,0.15,34.494,2015-08-21
CA-2015-130456_4634,CA-2015-130456,DS-13180,"Office Supplies_Storage_Carina Double Wide Media Storage Towers in Natural & Black",8/21/2015,8/26/2015,"Standard Class",80.98,1,0,3.2392,2015-08-21
CA-2017-116288_4635,CA-2017-116288,BS-11380,"Office Supplies_Storage_Carina Double Wide Media Storage Towers in Natural & Black",03-12-2017,3/17/2017,"Standard Class",242.94,3,0,9.7176,2017-12-03
CA-2017-168228_4636,CA-2017-168228,AP-10915,"Office Supplies_Art_Boston School Pro Electric Pencil Sharpener, 1670",4/27/2017,4/29/2017,"First Class",123.92,4,0,33.4584,2017-04-27
CA-2017-168228_4637,CA-2017-168228,AP-10915,"Office Supplies_Art_Newell Chalk Holder",4/27/2017,4/29/2017,"First Class",12.39,3,0,5.6994,2017-04-27
CA-2017-168228_4638,CA-2017-168228,AP-10915,"Office Supplies_Art_Boston Home & Office Model 2000 Electric Pencil Sharpeners",4/27/2017,4/29/2017,"First Class",47.3,2,0,12.298,2017-04-27
CA-2016-102162_4639,CA-2016-102162,JF-15565,"Technology_Copiers_Canon PC-428 Personal Copier",09-11-2016,9/16/2016,"Standard Class",1599.92,8,0,751.9624,2016-11-09
CA-2016-102162_4640,CA-2016-102162,JF-15565,"Office Supplies_Envelopes_#10 Self-Seal White Envelopes",09-11-2016,9/16/2016,"Standard Class",11.09,1,0,5.4341,2016-11-09
CA-2017-130141_4641,CA-2017-130141,HA-14905,"Office Supplies_Binders_Storex Flexible Poly Binders with Double Pockets",10/22/2017,10/24/2017,"Second Class",3.168,4,0.7,-2.5344,2017-10-22
CA-2017-130141_4642,CA-2017-130141,HA-14905,"Furniture_Chairs_Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",10/22/2017,10/24/2017,"Second Class",579.136,4,0.2,-28.9568,2017-10-22
CA-2015-147501_4643,CA-2015-147501,Co-12640,"Office Supplies_Binders_Ibico Presentation Index for Binding Systems",08-02-2015,08-06-2015,"Standard Class",6.368,2,0.2,2.1492,2015-02-08
CA-2015-147501_4644,CA-2015-147501,Co-12640,"Technology_Machines_Okidata C331dn Printer",08-02-2015,08-06-2015,"Standard Class",558.4,2,0.2,41.88,2015-02-08
CA-2016-143910_4645,CA-2016-143910,BC-11125,"Furniture_Chairs_Global Geo Office Task Chair, Gray",08-12-2016,8/16/2016,"Standard Class",145.764,2,0.1,-8.098,2016-12-08
CA-2014-146885_4646,CA-2014-146885,EB-13840,"Office Supplies_Paper_Ampad Poly Cover Wirebound Steno Book, 6" x 9" Assorted Colors, Gregg Ruled",5/30/2014,06-05-2014,"Standard Class",13.62,3,0,6.129,2014-05-30
CA-2016-139556_4647,CA-2016-139556,DB-13360,"Furniture_Chairs_Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",4/26/2016,05-01-2016,"Standard Class",434.646,3,0.1,62.7822,2016-04-26
CA-2017-129357_4648,CA-2017-129357,KB-16585,"Office Supplies_Paper_Xerox 1917",5/14/2017,5/19/2017,"Standard Class",440.19,9,0,206.8893,2017-05-14
CA-2017-129357_4649,CA-2017-129357,KB-16585,"Office Supplies_Supplies_Martin-Yale Premier Letter Opener",5/14/2017,5/19/2017,"Standard Class",64.4,5,0,1.932,2017-05-14
CA-2017-150987_4650,CA-2017-150987,AH-10120,"Office Supplies_Paper_Xerox 1891",04-08-2017,04-12-2017,"Standard Class",244.55,5,0,114.9385,2017-08-04
CA-2017-150987_4651,CA-2017-150987,AH-10120,"Office Supplies_Paper_Xerox 1942",04-08-2017,04-12-2017,"Standard Class",195.76,4,0,97.88,2017-08-04
CA-2017-132647_4652,CA-2017-132647,GH-14410,"Office Supplies_Paper_Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages",2/17/2017,2/23/2017,"Standard Class",11.76,2,0,5.7624,2017-02-17
CA-2017-132647_4653,CA-2017-132647,GH-14410,"Office Supplies_Storage_Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",2/17/2017,2/23/2017,"Standard Class",166.45,5,0,39.948,2017-02-17
CA-2017-159107_4654,CA-2017-159107,KT-16480,"Office Supplies_Fasteners_Acco Banker's Clasps, 5 3/4"-Long",6/24/2017,6/26/2017,"Second Class",2.88,1,0,1.3536,2017-06-24
CA-2014-160738_4655,CA-2014-160738,KH-16330,"Office Supplies_Storage_Eldon Portable Mobile Manager",05-05-2014,05-10-2014,"Standard Class",45.248,2,0.2,3.9592,2014-05-05
CA-2015-112130_4656,CA-2015-112130,SV-20785,"Office Supplies_Art_Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",05-03-2015,05-07-2015,"Standard Class",59.904,2,0.2,14.2272,2015-03-05
CA-2015-112130_4657,CA-2015-112130,SV-20785,"Office Supplies_Appliances_Holmes Replacement Filter for HEPA Air Cleaner, Large Room",05-03-2015,05-07-2015,"Standard Class",23.696,2,0.2,6.5164,2015-03-05
CA-2015-112130_4658,CA-2015-112130,SV-20785,"Office Supplies_Paper_Xerox 1897",05-03-2015,05-07-2015,"Standard Class",7.968,2,0.2,2.8884,2015-03-05
