product_id,category,sub_category,product_name
"Office Supplies_Envelopes_Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
"Technology_Copiers_Canon Imageclass D680 Copier / Fax",Technology,Copiers,"Canon Imageclass D680 Copier / Fax"
"Furniture_Furnishings_24-Hour Round Wall Clock",Furniture,Furnishings,"24-Hour Round Wall Clock"
"Furniture_Furnishings_Eldon Radial Chair Mat for Low to Medium Pile Carpets",Furniture,Furnishings,"Eldon Radial Chair Mat for Low to Medium Pile Carpets"
"Furniture_Furnishings_Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony"
"Office Supplies_Art_Sanford 52201 APSCO Electric Pencil Sharpener","Office Supplies",Art,"Sanford 52201 APSCO Electric Pencil Sharpener"
"Technology_Phones_Samsung Replacement EH64AVFWE Premium Headset",Technology,Phones,"Samsung Replacement EH64AVFWE Premium Headset"
"Office Supplies_Binders_GBC DocuBind P100 Manual Binding Machine","Office Supplies",Binders,"GBC DocuBind P100 Manual Binding Machine"
"Office Supplies_Envelopes_Fashion Color Clasp Envelopes","Office Supplies",Envelopes,"Fashion Color Clasp Envelopes"
"Furniture_Tables_Hon Non-Folding Utility Tables",Furniture,Tables,"Hon Non-Folding Utility Tables"
"Furniture_Bookcases_Bestar Classic Bookcase",Furniture,Bookcases,"Bestar Classic Bookcase"
"Furniture_Chairs_Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",Furniture,Chairs,"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back"
"Office Supplies_Art_Sanford Pocket Accent Highlighters","Office Supplies",Art,"Sanford Pocket Accent Highlighters"
"Technology_Phones_Mitel MiVoice 5330e IP Phone",Technology,Phones,"Mitel MiVoice 5330e IP Phone"
"Furniture_Furnishings_Westinghouse Clip-On Gooseneck Lamps",Furniture,Furnishings,"Westinghouse Clip-On Gooseneck Lamps"
"Furniture_Furnishings_Howard Miller Distant Time Traveler Alarm Clock",Furniture,Furnishings,"Howard Miller Distant Time Traveler Alarm Clock"
"Office Supplies_Storage_Tennsco Double-Tier Lockers","Office Supplies",Storage,"Tennsco Double-Tier Lockers"
"Technology_Phones_Wilson SignalBoost 841262 DB PRO Amplifier Kit",Technology,Phones,"Wilson SignalBoost 841262 DB PRO Amplifier Kit"
"Office Supplies_Binders_XtraLife ClearVue Slant-D Ring Binder, White, 3"","Office Supplies",Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""
"Office Supplies_Art_Pencil and Crayon Sharpener","Office Supplies",Art,"Pencil and Crayon Sharpener"
"Office Supplies_Paper_Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11","Office Supplies",Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11"
"Office Supplies_Storage_Fellowes Bankers Box Stor/Drawer Steel Plus","Office Supplies",Storage,"Fellowes Bankers Box Stor/Drawer Steel Plus"
"Office Supplies_Binders_Performers Binder/Pad Holder, Black","Office Supplies",Binders,"Performers Binder/Pad Holder, Black"
"Furniture_Chairs_Office Star Flex Back Scooter Chair with White Frame",Furniture,Chairs,"Office Star Flex Back Scooter Chair with White Frame"
"Technology_Accessories_Logitech G13 Programmable Gameboard with LCD Display",Technology,Accessories,"Logitech G13 Programmable Gameboard with LCD Display"
"Office Supplies_Art_Panasonic KP-380BK Classic Electric Pencil Sharpener","Office Supplies",Art,"Panasonic KP-380BK Classic Electric Pencil Sharpener"
"Technology_Accessories_Memorex Froggy Flash Drive 4 GB",Technology,Accessories,"Memorex Froggy Flash Drive 4 GB"
"Technology_Accessories_Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack"
"Technology_Phones_Geemarc AmpliPOWER60",Technology,Phones,"Geemarc AmpliPOWER60"
"Office Supplies_Labels_Avery 48","Office Supplies",Labels,"Avery 48"
"Office Supplies_Binders_Avery Arch Ring Binders","Office Supplies",Binders,"Avery Arch Ring Binders"
"Office Supplies_Paper_Xerox 1915","Office Supplies",Paper,"Xerox 1915"
"Office Supplies_Binders_Avery Reinforcements for Hole-Punch Pages","Office Supplies",Binders,"Avery Reinforcements for Hole-Punch Pages"
"Office Supplies_Art_Colorific Watercolor Pencils","Office Supplies",Art,"Colorific Watercolor Pencils"
"Office Supplies_Art_BIC Liqua Brite Liner","Office Supplies",Art,"BIC Liqua Brite Liner"
"Office Supplies_Binders_ACCOHIDE 3-Ring Binder, Blue, 1"","Office Supplies",Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""
"Office Supplies_Paper_Xerox 1973","Office Supplies",Paper,"Xerox 1973"
"Office Supplies_Binders_GBC Binding covers","Office Supplies",Binders,"GBC Binding covers"
"Furniture_Bookcases_Sauder Cornerstone Collection Library",Furniture,Bookcases,"Sauder Cornerstone Collection Library"
"Furniture_Furnishings_Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
"Technology_Phones_Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with",Technology,Phones,"Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with"
"Office Supplies_Appliances_Belkin 6 Outlet Metallic Surge Strip","Office Supplies",Appliances,"Belkin 6 Outlet Metallic Surge Strip"
"Furniture_Chairs_Hon Valutask Swivel Chairs",Furniture,Chairs,"Hon Valutask Swivel Chairs"
"Office Supplies_Labels_Avery 517","Office Supplies",Labels,"Avery 517"
"Office Supplies_Labels_Avery 477","Office Supplies",Labels,"Avery 477"
"Office Supplies_Paper_Eureka Recycled Copy Paper 8 1/2" x 11", Ream","Office Supplies",Paper,"Eureka Recycled Copy Paper 8 1/2" x 11", Ream"
"Furniture_Furnishings_Seth Thomas 12" Clock w/ Goldtone Case",Furniture,Furnishings,"Seth Thomas 12" Clock w/ Goldtone Case"
"Technology_Accessories_Memorex Froggy Flash Drive 8 GB",Technology,Accessories,"Memorex Froggy Flash Drive 8 GB"
"Office Supplies_Appliances_Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies",Appliances,"Acco 6 Outlet Guardian Premium Surge Suppressor"
"Office Supplies_Paper_Avoid Verbal Orders Carbonless Minifold Book","Office Supplies",Paper,"Avoid Verbal Orders Carbonless Minifold Book"
"Office Supplies_Binders_Fellowes Presentation Covers for Comb Binding Machines","Office Supplies",Binders,"Fellowes Presentation Covers for Comb Binding Machines"
"Office Supplies_Art_Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Office Supplies",Art,"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener"
"Office Supplies_Appliances_Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","Office Supplies",Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
"Office Supplies_Storage_SAFCO Commercial Wire Shelving, Black","Office Supplies",Storage,"SAFCO Commercial Wire Shelving, Black"
"Furniture_Furnishings_Tensor Computer Mounted Lamp",Furniture,Furnishings,"Tensor Computer Mounted Lamp"
"Technology_Phones_Polycom SoundPoint IP 450 VoIP phone",Technology,Phones,"Polycom SoundPoint IP 450 VoIP phone"
"Office Supplies_Paper_Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","Office Supplies",Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
"Technology_Machines_Cisco CP-7937G Unified IP Conference Station Phone",Technology,Machines,"Cisco CP-7937G Unified IP Conference Station Phone"
"Office Supplies_Art_Boston 16701 Slimline Battery Pencil Sharpener","Office Supplies",Art,"Boston 16701 Slimline Battery Pencil Sharpener"
"Office Supplies_Labels_Avery 494","Office Supplies",Labels,"Avery 494"
"Office Supplies_Paper_Memo Book, 100 Message Capacity, 5 3/8 x 11","Office Supplies",Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11"
"Office Supplies_Art_Newell 35","Office Supplies",Art,"Newell 35"
"Office Supplies_Binders_Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Office Supplies",Binders,"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders"
"Office Supplies_Binders_Avery Non-Stick Heavy Duty View Round Locking Ring Binders","Office Supplies",Binders,"Avery Non-Stick Heavy Duty View Round Locking Ring Binders"
"Office Supplies_Storage_Hanging Personal Folder File","Office Supplies",Storage,"Hanging Personal Folder File"
"Office Supplies_Paper_Xerox 1909","Office Supplies",Paper,"Xerox 1909"
"Furniture_Chairs_Leather Task Chair, Black",Furniture,Chairs,"Leather Task Chair, Black"
"Office Supplies_Paper_It's Hot Message Books with Stickers, 2 3/4" x 5"","Office Supplies",Paper,"It's Hot Message Books with Stickers, 2 3/4" x 5""
"Technology_Phones_Digium D40 VoIP phone",Technology,Phones,"Digium D40 VoIP phone"
"Technology_Machines_DYMO CardScan Personal V9 Business Card Scanner",Technology,Machines,"DYMO CardScan Personal V9 Business Card Scanner"
"Technology_Accessories_Case Logic 2.4GHz Wireless Keyboard",Technology,Accessories,"Case Logic 2.4GHz Wireless Keyboard"
"Technology_Accessories_Logitech Desktop MK120 Mouse and keyboard Combo",Technology,Accessories,"Logitech Desktop MK120 Mouse and keyboard Combo"
"Office Supplies_Binders_Pressboard Data Binder, Crimson, 12" X 8 1/2"","Office Supplies",Binders,"Pressboard Data Binder, Crimson, 12" X 8 1/2""
"Furniture_Tables_Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
"Office Supplies_Appliances_Hoover WindTunnel Plus Canister Vacuum","Office Supplies",Appliances,"Hoover WindTunnel Plus Canister Vacuum"
"Office Supplies_Paper_Xerox 1934","Office Supplies",Paper,"Xerox 1934"
"Office Supplies_Art_Newell 329","Office Supplies",Art,"Newell 329"
"Technology_Phones_Panasonic KX T7731-B Digital phone",Technology,Phones,"Panasonic KX T7731-B Digital phone"
"Office Supplies_Storage_Safco Wire Cube Shelving System, For Use as 4 or 5 14" Cubes, Black","Office Supplies",Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14" Cubes, Black"
"Office Supplies_Paper_White Computer Printout Paper by Universal","Office Supplies",Paper,"White Computer Printout Paper by Universal"
"Office Supplies_Fasteners_Revere Boxed Rubber Bands by Revere","Office Supplies",Fasteners,"Revere Boxed Rubber Bands by Revere"
"Furniture_Furnishings_Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black"
"Office Supplies_Envelopes_Ames Color-File Green Diamond Border X-ray Mailers","Office Supplies",Envelopes,"Ames Color-File Green Diamond Border X-ray Mailers"
"Furniture_Tables_Bevis Oval Conference Table, Walnut",Furniture,Tables,"Bevis Oval Conference Table, Walnut"
"Furniture_Tables_Hon 61000 Series Interactive Training Tables",Furniture,Tables,"Hon 61000 Series Interactive Training Tables"
"Office Supplies_Binders_Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2" X 11"","Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2" X 11""
"Office Supplies_Paper_Xerox 217","Office Supplies",Paper,"Xerox 217"
"Furniture_Tables_Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
"Office Supplies_Paper_Xerox 189","Office Supplies",Paper,"Xerox 189"
"Office Supplies_Art_Panasonic KP-150 Electric Pencil Sharpener","Office Supplies",Art,"Panasonic KP-150 Electric Pencil Sharpener"
"Office Supplies_Binders_GBC Recycled Regency Composition Covers","Office Supplies",Binders,"GBC Recycled Regency Composition Covers"
"Furniture_Furnishings_DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
"Technology_Phones_ShoreTel ShorePhone IP 230 VoIP phone",Technology,Phones,"ShoreTel ShorePhone IP 230 VoIP phone"
"Office Supplies_Paper_Petty Cash Envelope","Office Supplies",Paper,"Petty Cash Envelope"
"Office Supplies_Appliances_3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Office Supplies",Appliances,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room"
"Technology_Phones_Samsung Rugby III",Technology,Phones,"Samsung Rugby III"
"Office Supplies_Binders_Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"","Office Supplies",Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""
"Office Supplies_Binders_Canvas Sectional Post Binders","Office Supplies",Binders,"Canvas Sectional Post Binders"
"Office Supplies_Paper_Strathmore Photo Mount Cards","Office Supplies",Paper,"Strathmore Photo Mount Cards"
"Office Supplies_Paper_Xerox 203","Office Supplies",Paper,"Xerox 203"
"Technology_Accessories_Plantronics Audio 995 Wireless Stereo Headset",Technology,Accessories,"Plantronics Audio 995 Wireless Stereo Headset"
"Office Supplies_Paper_Xerox 1948","Office Supplies",Paper,"Xerox 1948"
"Furniture_Chairs_Global Super Steno Chair",Furniture,Chairs,"Global Super Steno Chair"
"Technology_Phones_OtterBox Defender Series Case - Samsung Galaxy S4",Technology,Phones,"OtterBox Defender Series Case - Samsung Galaxy S4"
"Office Supplies_Binders_Wilson Jones Suede Grain Vinyl Binders","Office Supplies",Binders,"Wilson Jones Suede Grain Vinyl Binders"
"Technology_Phones_OtterBox Defender Series Case - iPhone 5c",Technology,Phones,"OtterBox Defender Series Case - iPhone 5c"
"Office Supplies_Binders_Wilson Jones DublLock D-Ring Binders","Office Supplies",Binders,"Wilson Jones DublLock D-Ring Binders"
"Office Supplies_Binders_Surelock Post Binders","Office Supplies",Binders,"Surelock Post Binders"
"Technology_Machines_Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer",Technology,Machines,"Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer"
"Office Supplies_Binders_Ibico Plastic Spiral Binding Combs","Office Supplies",Binders,"Ibico Plastic Spiral Binding Combs"
"Furniture_Tables_Iceberg OfficeWorks 42" Round Tables",Furniture,Tables,"Iceberg OfficeWorks 42" Round Tables"
"Furniture_Furnishings_DAX Wood Document Frame",Furniture,Furnishings,"DAX Wood Document Frame"
"Office Supplies_Binders_Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Binders,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges"
"Furniture_Chairs_Global Executive Mid-Back Manager's Chair",Furniture,Chairs,"Global Executive Mid-Back Manager's Chair"
"Office Supplies_Paper_Xerox 1946","Office Supplies",Paper,"Xerox 1946"
"Office Supplies_Art_Newell 320","Office Supplies",Art,"Newell 320"
"Furniture_Furnishings_Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
"Office Supplies_Art_Newell 340","Office Supplies",Art,"Newell 340"
"Office Supplies_Labels_Avery 506","Office Supplies",Labels,"Avery 506"
"Office Supplies_Paper_Xerox 192","Office Supplies",Paper,"Xerox 192"
"Office Supplies_Paper_HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies",Paper,"HP Office Recycled Paper (20Lb. and 87 Bright)"
"Office Supplies_Storage_X-Rack File for Hanging Folders","Office Supplies",Storage,"X-Rack File for Hanging Folders"
"Office Supplies_Paper_Xerox 199","Office Supplies",Paper,"Xerox 199"
"Technology_Accessories_WD My Passport Ultra 500GB Portable External Hard Drive",Technology,Accessories,"WD My Passport Ultra 500GB Portable External Hard Drive"
"Technology_Phones_Cisco IP Phone 7961G-GE VoIP phone",Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone"
"Technology_Accessories_Logitech Trackman Marble Mouse",Technology,Accessories,"Logitech Trackman Marble Mouse"
"Office Supplies_Paper_Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","Office Supplies",Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages"
"Office Supplies_Storage_Acco Perma 3000 Stacking Storage Drawers","Office Supplies",Storage,"Acco Perma 3000 Stacking Storage Drawers"
"Office Supplies_Paper_Xerox 197","Office Supplies",Paper,"Xerox 197"
"Technology_Phones_iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
"Furniture_Tables_Hon 2111 Invitation Series Corner Table",Furniture,Tables,"Hon 2111 Invitation Series Corner Table"
"Technology_Machines_Lexmark X 9575 Professional All-in-One Color Printer",Technology,Machines,"Lexmark X 9575 Professional All-in-One Color Printer"
"Office Supplies_Binders_Ibico Covers for Plastic or Wire Binding Elements","Office Supplies",Binders,"Ibico Covers for Plastic or Wire Binding Elements"
"Office Supplies_Art_Newell 325","Office Supplies",Art,"Newell 325"
"Office Supplies_Paper_Xerox 1970","Office Supplies",Paper,"Xerox 1970"
"Office Supplies_Art_12 Colored Short Pencils","Office Supplies",Art,"12 Colored Short Pencils"
"Furniture_Furnishings_Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
"Office Supplies_Fasteners_Rubber Band Ball","Office Supplies",Fasteners,"Rubber Band Ball"
"Office Supplies_Paper_Loose Memo Sheets","Office Supplies",Paper,"Loose Memo Sheets"
"Office Supplies_Paper_Xerox 1988","Office Supplies",Paper,"Xerox 1988"
"Office Supplies_Storage_Neat Ideas Personal Hanging Folder Files, Black","Office Supplies",Storage,"Neat Ideas Personal Hanging Folder Files, Black"
"Office Supplies_Storage_Belkin OmniView SE Rackmount Kit","Office Supplies",Storage,"Belkin OmniView SE Rackmount Kit"
"Office Supplies_Storage_Rogers Jumbo File, Granite","Office Supplies",Storage,"Rogers Jumbo File, Granite"
"Office Supplies_Appliances_Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies",Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
"Office Supplies_Storage_Tenex Personal Self-Stacking Standard File Box, Black/Gray","Office Supplies",Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
"Office Supplies_Appliances_Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies",Appliances,"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags"
"Office Supplies_Labels_Avery 481","Office Supplies",Labels,"Avery 481"
"Office Supplies_Art_Newell 310","Office Supplies",Art,"Newell 310"
"Office Supplies_Art_Newell 319","Office Supplies",Art,"Newell 319"
"Office Supplies_Labels_Avery 518","Office Supplies",Labels,"Avery 518"
"Office Supplies_Storage_Sensible Storage WireTech Storage Systems","Office Supplies",Storage,"Sensible Storage WireTech Storage Systems"
"Technology_Accessories_Kingston Digital DataTraveler 16GB USB 2.0",Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0"
"Office Supplies_Binders_GBC Imprintable Covers","Office Supplies",Binders,"GBC Imprintable Covers"
"Office Supplies_Art_Newell 347","Office Supplies",Art,"Newell 347"
"Office Supplies_Envelopes_Pastel Pink Envelopes","Office Supplies",Envelopes,"Pastel Pink Envelopes"
"Technology_Accessories_Belkin F8E887 USB Wired Ergonomic Keyboard",Technology,Accessories,"Belkin F8E887 USB Wired Ergonomic Keyboard"
"Technology_Phones_ARKON Windshield Dashboard Air Vent Car Mount Holder",Technology,Phones,"ARKON Windshield Dashboard Air Vent Car Mount Holder"
"Office Supplies_Paper_Xerox 1949","Office Supplies",Paper,"Xerox 1949"
"Office Supplies_Appliances_Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","Office Supplies",Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
"Office Supplies_Paper_Xerox 1886","Office Supplies",Paper,"Xerox 1886"
"Office Supplies_Fasteners_Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies",Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
"Office Supplies_Art_Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","Office Supplies",Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
"Technology_Phones_Pyle PRT45 Retro Home Telephone",Technology,Phones,"Pyle PRT45 Retro Home Telephone"
"Office Supplies_Paper_Spiral Phone Message Books with Labels by Adams","Office Supplies",Paper,"Spiral Phone Message Books with Labels by Adams"
"Furniture_Bookcases_Sauder Inglewood Library Bookcases",Furniture,Bookcases,"Sauder Inglewood Library Bookcases"
"Office Supplies_Paper_Xerox 1901","Office Supplies",Paper,"Xerox 1901"
"Office Supplies_Supplies_Acme Elite Stainless Steel Scissors","Office Supplies",Supplies,"Acme Elite Stainless Steel Scissors"
"Furniture_Furnishings_Tenex 46" x 60" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,"Tenex 46" x 60" Computer Anti-Static Chairmat, Rectangular Shaped"
"Office Supplies_Art_Prang Drawing Pencil Set","Office Supplies",Art,"Prang Drawing Pencil Set"
"Office Supplies_Art_BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies",Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
"Office Supplies_Art_Newell 307","Office Supplies",Art,"Newell 307"
"Office Supplies_Art_Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Office Supplies",Art,"Panasonic KP-4ABK Battery-Operated Pencil Sharpener"
"Office Supplies_Binders_Avery Binder Labels","Office Supplies",Binders,"Avery Binder Labels"
"Technology_Phones_VTech DS6151",Technology,Phones,"VTech DS6151"
"Technology_Accessories_V7 USB Numeric Keypad",Technology,Accessories,"V7 USB Numeric Keypad"
"Office Supplies_Art_Peel-Off China Markers","Office Supplies",Art,"Peel-Off China Markers"
"Office Supplies_Storage_Acco Perma 2700 Stacking Storage Drawers","Office Supplies",Storage,"Acco Perma 2700 Stacking Storage Drawers"
"Office Supplies_Paper_Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","Office Supplies",Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
"Furniture_Furnishings_GE 48" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,"GE 48" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
"Technology_Accessories_Micro Innovations USB RF Wireless Keyboard with Mouse",Technology,Accessories,"Micro Innovations USB RF Wireless Keyboard with Mouse"
"Technology_Accessories_Plantronics Savi W720 Multi-Device Wireless Headset System",Technology,Accessories,"Plantronics Savi W720 Multi-Device Wireless Headset System"
"Furniture_Furnishings_Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
"Office Supplies_Storage_Smead Adjustable Mobile File Trolley with Lockable Top","Office Supplies",Storage,"Smead Adjustable Mobile File Trolley with Lockable Top"
"Technology_Phones_Jawbone MINI JAMBOX Wireless Bluetooth Speaker",Technology,Phones,"Jawbone MINI JAMBOX Wireless Bluetooth Speaker"
"Office Supplies_Paper_Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies",Paper,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)"
"Technology_Copiers_Canon PC940 Copier",Technology,Copiers,"Canon PC940 Copier"
"Office Supplies_Paper_Multicolor Computer Printout Paper","Office Supplies",Paper,"Multicolor Computer Printout Paper"
"Office Supplies_Fasteners_Brites Rubber Bands, 1 1/2 oz. Box","Office Supplies",Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
"Office Supplies_Binders_Catalog Binders with Expanding Posts","Office Supplies",Binders,"Catalog Binders with Expanding Posts"
"Technology_Phones_Grandstream GXP2100 Mainstream Business Phone",Technology,Phones,"Grandstream GXP2100 Mainstream Business Phone"
"Office Supplies_Paper_Xerox 1940","Office Supplies",Paper,"Xerox 1940"
"Office Supplies_Paper_Xerox 1986","Office Supplies",Paper,"Xerox 1986"
"Office Supplies_Fasteners_Binder Clips by OIC","Office Supplies",Fasteners,"Binder Clips by OIC"
"Office Supplies_Binders_Wilson Jones 1" Hanging DublLock Ring Binders","Office Supplies",Binders,"Wilson Jones 1" Hanging DublLock Ring Binders"
"Technology_Phones_RCA Visys Integrated PBX 8-Line Router",Technology,Phones,"RCA Visys Integrated PBX 8-Line Router"
"Office Supplies_Binders_GBC VeloBind Cover Sets","Office Supplies",Binders,"GBC VeloBind Cover Sets"
"Office Supplies_Fasteners_Colored Push Pins","Office Supplies",Fasteners,"Colored Push Pins"
"Technology_Accessories_Logitech G105 Gaming Keyboard",Technology,Accessories,"Logitech G105 Gaming Keyboard"
"Office Supplies_Paper_Xerox 1925","Office Supplies",Paper,"Xerox 1925"
"Technology_Phones_QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",Technology,Phones,"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3"
"Furniture_Furnishings_DAX Natural Wood-Tone Poster Frame",Furniture,Furnishings,"DAX Natural Wood-Tone Poster Frame"
"Technology_Machines_StarTech.com 10/100 VDSL2 Ethernet Extender Kit",Technology,Machines,"StarTech.com 10/100 VDSL2 Ethernet Extender Kit"
"Office Supplies_Appliances_Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets","Office Supplies",Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
"Office Supplies_Binders_GBC ProClick Spines for 32-Hole Punch","Office Supplies",Binders,"GBC ProClick Spines for 32-Hole Punch"
"Technology_Accessories_Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive",Technology,Accessories,"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive"
"Technology_Accessories_Memorex Micro Travel Drive 16 GB",Technology,Accessories,"Memorex Micro Travel Drive 16 GB"
"Office Supplies_Labels_Avery 497","Office Supplies",Labels,"Avery 497"
"Office Supplies_Labels_Avery 500","Office Supplies",Labels,"Avery 500"
"Office Supplies_Paper_"While you Were Out" Message Book, One Form per Page","Office Supplies",Paper,""While you Were Out" Message Book, One Form per Page"
"Office Supplies_Paper_Rediform Voice Mail Log Books","Office Supplies",Paper,"Rediform Voice Mail Log Books"
"Furniture_Bookcases_O'Sullivan Manor Hill 2-Door Library in Brianna Oak",Furniture,Bookcases,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak"
"Furniture_Furnishings_Nu-Dell Float Frame 11 x 14 1/2",Furniture,Furnishings,"Nu-Dell Float Frame 11 x 14 1/2"
"Technology_Accessories_Logitech G600 MMO Gaming Mouse",Technology,Accessories,"Logitech G600 MMO Gaming Mouse"
"Furniture_Bookcases_Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
"Office Supplies_Appliances_Avanti 4.4 Cu. Ft. Refrigerator","Office Supplies",Appliances,"Avanti 4.4 Cu. Ft. Refrigerator"
"Office Supplies_Appliances_Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","Office Supplies",Appliances,"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum"
"Office Supplies_Appliances_Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection","Office Supplies",Appliances,"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection"
